STATE_CODE_001,ID,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,SUBMITTED_BY,BRIDGE_CONDITION,LOWEST_RATING,DECK_AREA,LONG_017_DD,LAT_016_DD,failure_probability,failure_loss,risk
12,870002,1,2,1,5,0,6,86,45000,'LITTLE RIVER CANAL C-7',,'Biscayne Blvd  SR5','0.13M S OF NE 79 ST',99.99,25.724,0,87030000,0,25504755,80110456,5,3,1,1,14,1928,4,0,34000,2021,5,16.4,2,0,0,1,0,0,0,5,0,0,0,A,5,5,1,1,0,0,3,0,20.2,11.3,26.2,1.8,1.8,16.4,21.3,99.99,N,0,N,0,0,7,7,7,8,N,1,65.4,1,39.3,7,4,N,5,8,8,,,0,922,24,N,Y24,N,,922,,0,0,0,,,0,,0,N,2,,1,0,1996,1,1,0,0,6,0,,Y,8,58990,2043,0,N,12,G,7,558.06,-80.1846,25.84654167,,,
12,870010,1,2,1,1,3,6,86,39950,'MOWRY CANAL C-103',,'SR-5  SB  (870228)','0.11M N OF SW 296 ST',99.99,7.158,0,87020000,0,25293600,80270940,1,3,1,1,14,1966,2,0,14250,2021,A,12.7,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,3,0,12.7,6.4,19.2,1.5,0,12.7,15.4,99.99,N,0,N,0,0,8,8,7,8,N,3,42.5,3,32.7,7,7,N,5,8,8,38,1,19.2,1021,24,N,Y24,N,,1021,,50,0,50,,,0,,2,L,1,,1,0,2012,1,6,0,0,6,0,,Y,5,24724,2043,0,N,12,G,7,295.68,-80.45261111,25.49333333,,,
12,870011,1,2,1,1,3,6,86,47712,'PRINCETON CANAL C-102',,'SR-5  SB','0.3M N OF SW 244 ST',99.99,14.109,0,87020000,0,25322576,80242580,0,3,1,1,14,1966,2,0,19000,2021,5,11.9,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,3,0,12.3,7,21,2,0,12.3,15.2,99.99,N,0,N,0,0,7,7,7,8,N,1,65.7,1,39.4,7,7,N,5,8,8,38,1,2,621,24,N,Y24,N,,621,,77,0,77,,,0,,2,L,1,,1,0,2002,1,6,0,0,6,0,,Y,5,32965,2043,0,N,12,G,7,319.2,-80.40716667,25.54048889,,,
12,870013,1,2,1,0US-1,3,6,86,15968,'BLACK CREEK CANAL C-1',,'SB SR-5 (US-1)','0.36ml N of SW 216 St',99.99,18.551,1,87020000,0,25341400,80223950,1,3,1,1,14,1962,2,0,19000,2021,5,12.1,0,0,0,1,1,1,0,5,0,0,0,A,5,5,5,1,0,0,3,0,11.6,11,32.9,2.6,0,11.6,15.4,99.99,N,0,N,0,0,7,7,7,7,N,1,51.5,1,31.3,7,7,N,5,7,8,35,1,0,122,24,N,Y24,N,,122,,501,0,501,,,0,,2,L,1,,1,0,2005,2,6,0,0,6,1,,Y,5,32965,2043,0,N,12,G,7,506.66,-80.37763889,25.57055556,,,
12,870014,1,2,1,0US-1,3,6,86,15975,'CANAL C-1-N Belle Aire',,'SB SR-5 (US-1)','0.5ml S of SW 186 St',99.99,21.716,1,87020000,0,25353202,80212654,1,3,1,1,14,1963,3,0,24500,2021,5,15,0,0,0,1,1,1,1,5,0,0,0,A,5,5,1,1,0,0,3,0,15,6.7,20.1,1.3,0.6,15,15.6,99.99,N,0,N,0,0,7,7,7,7,N,1,70.7,1,42.5,7,6,N,5,7,8,38,1,20.1,122,24,N,Y24,N,,122,,77,0,77,,,0,,2,L,1,,1,0,1970,1,6,0,0,6,1,,Y,5,42508,2043,0,N,12,G,7,313.56,-80.35737222,25.59222778,,,
12,870015,1,2,1,1,3,6,86,15975,'CUTLER DRAIN-CANAL C-100',,'SB SR5 US-1','N OF SW 158 ST',99.99,25.553,0,87020000,0,25372581,80203664,1,3,1,1,14,1964,3,0,30000,2021,5,12.8,0,0,0,1,1,1,1,5,0,0,0,A,5,5,5,1,0,0,3,0,12.8,9.1,27.4,1,0,12.8,15.2,99.99,N,0,N,0,0,7,7,7,7,N,1,73.4,1,44,7,4,N,5,8,8,38,1,20.1,122,24,N,Y24,N,,122,,87,0,77,,,0,,2,L,1,,1,0,1970,2,6,0,0,6,1,,Y,5,52050,2043,0,N,12,G,7,416.48,-80.34351111,25.62383611,,,
12,870016,1,2,1,1,3,6,86,15975,'CANAL C-100-C',,'SR-5 SB (870233)','SW 139 St',99.99,27.658,0,87020000,0,25382871,80200746,0,3,1,1,14,1965,3,0,30000,2021,5,13.1,0,0,0,1,0,1,1,5,0,0,0,A,1,5,1,1,0,0,3,0,12.9,6.4,19.2,1.3,0,12.9,15.2,99.99,N,0,N,0,0,8,8,7,7,N,1,66.4,1,39.6,7,4,N,5,7,8,,,0,1021,24,N,Y24,N,,1021,,0,0,0,,,0,,2,L,1,,1,0,1970,1,6,0,0,6,0,,Y,5,52050,2043,0,N,12,G,7,291.84,-80.33540556,25.64130833,,,
12,870017,1,2,1,1,3,6,86,39950,'MOWRY CANAL C-103-N',,'SR-5  SB  (870240)','S OF SW 272  ST',99.99,10.557,0,87020000,0,25305809,80254784,1,3,1,1,14,1967,3,0,19500,2021,A,12.6,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,1,0,0,3,0,12.6,8.5,20.7,1.8,0,12.6,15.4,99.99,N,0,N,0,0,8,8,8,8,N,3,42.8,3,34.9,8,4,N,5,8,8,38,1,6.3,621,24,N,Y24,N,,621,,50,0,50,,,0,,2,L,1,,1,0,2011,2,6,0,0,4,0,,Y,5,33832,2043,0,N,12,G,8,318.78,-80.42995556,25.51613611,,,
12,870018,1,2,1,5,3,6,86,36100,'SNAPPER CREEK CANAL C-2',,'S/B S.R. 5','1.27M N OF SW 88 ST',99.99,1.793,0,87030000,0,25413025,80181803,1,3,1,1,14,1954,3,0,20250,2021,5,12.5,0,0,0,1,1,1,1,5,0,0,0,A,5,5,1,4,0,0,4,0,12.9,10.1,40.2,1.2,0.6,12.3,15.5,99.99,N,0,N,0,0,8,7,7,7,N,1,46.4,1,33.6,7,4,N,5,7,8,,,0,122,24,N,Y24,N,,122,,0,0,0,,,0,,0,L,1,,1,0,1975,1,6,0,0,3,0,1,Y,5,35134,2043,0,N,12,G,7,623.1,-80.30500833,25.69173611,,,
12,870019,1,2,1,1,0,6,86,14250,'CORAL GABLES CANAL',,'COMP          SR-5','W OF SW 42 AVE',99.99,7.009,0,87030000,0,25432318,80155884,3,3,1,1,14,1942,6,0,73000,2021,5,28,2,12,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,24.9,16.7,27.6,1.6,1.5,24.9,28.7,99.99,N,2.13,N,0,0,7,7,7,8,N,1,56.9,1,34,7,5,N,5,8,8,38,1,27.1,1122,24,N,Y24,N,,1122,,147,0,147,,,0,,0,N,2,,1,0,1957,1,6,0,0,5,0,,Y,5,126655,2043,0,N,12,G,7,792.12,-80.26634444,25.72310556,,,
12,870021,1,3,1,441,1,6,86,45000,'I-195 (SR-112)',,'COMP          SR-7','SR112 & I-95 INTERCHANGE',4.54,5.198,1,87140000,0,25484536,80122444,0,3,1,1,16,1960,4,4,21100,2022,5,15.8,0,25,0,1,N,N,N,5,N,0,0,A,5,1,5,2,0,0,4,0,15.8,15.2,58.2,1.4,1.4,15.8,19.8,99.99,H,4.57,H,2.4,2.1,7,7,7,N,N,1,66.6,1,39.6,7,4,3,5,N,5,,,0,222,24,N,N,N,,,,0,0,0,,,0,,0,N,2,,1,0,0,1,0,0,0,5,0,,Y,N,36608,2042,0,N,12,G,7,1152.36,-80.20678889,25.8126,,,
12,870022,1,3,1,112,0,6,86,45000,'SR 933 (NW 12th Ave)',,'SR112 EB/WB','0.2 mile E of Toll Plaza',99.99,6.376,0,87003000,0,25484500,80125690,1,2,31,31,12,1962,9,6,103500,2022,5,42.5,3,0,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,3,0,19.8,27.4,51.7,0,0,42.5,44.1,99.99,H,4.63,H,3,3.4,6,7,7,N,N,1,48.6,1,32.7,7,9,5,5,N,8,,,0,1022,24,N,N,N,,,,0,0,0,,,,,0,N,2,,1,0,1989,1,0,0,0,4,0,,Y,N,179572,2042,0,N,12,F,6,2279.97,-80.21580556,25.8125,,,
12,870023,1,2,1,441,0,6,86,45000,'I-95 RAMP NW 36TH ST',,'COMP SR-7','NW 36TH ST INTERCHANGE',7.31,5.319,0,87140000,0,25484940,80122450,0,3,1,1,6,1960,4,4,24500,2022,5,15.8,0,99,0,1,1,1,1,5,N,0,0,A,5,1,5,2,0,0,7,0,15.8,19.4,107.4,1.3,1.3,15.8,19.9,7.28,H,4.49,H,1.8,0.8,6,7,7,N,N,1,83.8,1,50.3,7,4,4,5,N,6,,,0,922,24,N,N,N,,,,0,0,0,,,0,,0,N,2,,0,0,0,1,0,0,0,5,0,,Y,N,42508,2042,0,N,12,F,6,2137.26,-80.20680556,25.81372222,,,
12,870024,1,3,7,112,4,6,86,0,'SR 953 (NW 42nd Ave)',,'SR 112 WB Off Ramp','SR 112 over LeJuene Rd',99.99,0.013,1,87003004,0,25482475,80155030,1,2,31,31,12,1962,1,7,13000,2021,5,8.5,0,99,0,1,0,1,N,5,N,0,0,A,1,1,4,2,3,2,7,1,8.5,24.7,151.8,0,0,8.5,9.8,99.99,H,4.57,H,1.8,0.6,7,7,7,N,N,3,29.3,3,22.6,5,9,4,5,N,7,,,0,321,24,Y24,N,N,321,,,0,0,0,,,0,,0,N,1,,1,0,1990,1,1,0,0,7,0,,Y,N,22555,2043,0,N,12,G,7,1487.64,-80.26397222,25.806875,,,
12,870025,1,3,7,112,2,6,86,0,'SR 948 & Miami River',,'SR 112 EB On Ramp','On Ramp from NB SR 953',99.99,1.633,1,87003000,0,25483104,80154396,1,2,31,31,12,1961,3,10,58000,2021,5,12.1,0,99,1,1,1,1,N,5,0,0,0,A,1,6,4,2,3,2,3,3,12.1,37.5,166.1,0,0,12.1,14.1,99.99,H,4.6,H,2.9,0.8,7,7,8,8,N,1,67.3,1,40.4,7,3,5,5,9,7,,,0,321,24,Y24,N,N,321,,,0,0,0,,,0,,0,L,1,,1,0,1990,1,0,0,0,4,1,,Y,5,100630,2043,0,N,12,G,7,2342.01,-80.26221111,25.80862222,,,
12,870026,1,3,1,112,4,6,86,30000,'R/R & NW 37th Place',,'SR 112 WB','At US 27/SR 953 Off Ramps',7.5,2.06,0,87003000,0,25483500,80153015,3,2,31,31,12,1961,4,2,50750,2021,5,11.8,3,30,1,1,1,1,N,5,N,0,0,A,1,4,3,2,0,0,6,0,11.8,20.1,118.6,0,0,11.8,23.5,99.99,R,7.5,R,2.7,0,7,7,8,N,N,3,44.4,3,34.2,7,2,4,5,N,8,,,0,321,24,N,N,N,,,,0,0,0,,,0,,0,R,1,,0,0,2003,1,0,0,0,5,1,,Y,N,88051,2043,0,N,12,G,7,2787.1,-80.258375,25.80972222,,,
12,870028,1,2,1,41,4,6,86,0,'FCD CANAL 12-B',,'COMP         SR-90','7.7M E COLLIER & MONROE',99.99,12.453,0,87110000,,25454283,80461015,199,3,1,1,2,1962,2,0,7600,2021,5,9.2,0,0,0,0,0,0,0,5,0,0,0,A,1,5,5,1,0,0,6,0,8.6,8.5,51.9,0,0,8.6,10.4,99.99,N,0,N,0,0,7,7,8,8,N,1,64,1,46.4,7,2,N,5,8,8,,,0,222,24,N,Y24,N,,222,,0,0,0,,,0,,0,N,2,,1,0,0,1,1,0,0,12,0,,Y,5,13186,2043,0,N,12,G,7,539.76,-80.76948611,25.76189722,,,
12,870029,1,2,1,41,4,6,86,0,'FCD CANAL C-12',,'COMP         SR-90','10.4M E COLLIER & MONROE',99.99,16.708,0,87110000,0,25454307,80433687,199,3,1,1,2,1962,2,0,7600,2021,5,9.1,0,0,0,0,0,0,0,5,0,0,0,A,1,5,5,1,0,0,6,0,8.6,8.5,51.9,0,0,8.6,10.4,99.99,N,0,N,0,0,7,7,7,8,N,1,64,1,46.4,7,2,N,5,8,8,,,0,222,24,N,Y24,N,,222,,0,0,0,,,0,,0,N,2,,1,0,0,1,1,0,0,12,0,,Y,5,13186,2043,0,N,12,G,7,539.76,-80.72690833,25.76196389,,,
12,870030,1,2,1,0SR90,0,6,86,0,'spillway 12-A',,'SR 90 Tamiami trl.','4.48M E COLLIER&MONROE',99.99,7.271,1,87110000,0,25454245,80491607,0,3,1,1,2,1962,2,0,7600,2021,5,9.1,0,0,0,0,1,1,1,5,0,0,0,A,1,5,5,1,0,0,6,0,8.5,8.5,51.8,0.5,0.5,8.5,10.4,99.99,N,0,N,0,0,7,7,7,8,N,1,64,1,46.4,7,2,N,5,7,7,,,,421,24,N,Y24,N,,421,,,,,,,0,,0,N,2,,1,0,0,1,1,0,0,12,0,,Y,5,13186,2043,0,N,12,G,7,538.72,-80.82113056,25.76179167,,,
12,870031,1,2,1,41,4,6,86,0,'SPILLWAY 12-D',,'COMP         SR-90','13.17M E COLLIER & MONROE',99.99,21.239,0,87110000,0,25454319,80405453,199,3,1,1,2,1962,2,0,7600,2021,5,9,0,0,0,0,0,1,1,5,0,0,0,A,1,5,5,1,0,0,6,0,8.5,8.5,51.3,0,0,8.5,10.4,99.99,N,0,N,0,0,7,7,8,8,N,1,64,1,46.4,7,2,N,5,8,8,,,0,422,24,N,Y24,N,,422,,0,0,0,,,0,,0,N,2,,1,0,0,1,1,0,0,12,0,,Y,5,13186,2043,0,N,12,G,7,533.52,-80.68181389,25.76199722,,,
12,870032,1,2,1,41,2,6,86,0,'CANAL 12-E',,'COMP         SR-90','13.68M E COLLIER & MONROE',99.99,22.087,1,87110000,0,25454092,80402574,199,3,1,1,2,1963,2,0,6100,2017,5,12.1,0,0,0,N,1,1,1,5,0,0,0,A,1,5,1,19,0,0,4,0,11.6,2.6,10.8,0,0,11.6,18.7,99.99,N,0,N,0,0,N,N,N,N,7,1,99.9,1,66.7,7,5,N,5,8,8,,,0,422,24,N,Y24,N,,422,,0,0,0,,,0,,0,N,2,,1,0,0,N,6,0,0,10,0,,Y,5,10584,2039,0,N,12,G,7,201.96,-80.67381667,25.76136667,,,
12,870035,1,3,1,826,2,6,86,10650,'NW 22ND AVE',,'SR826 PALMETTO EXP','0.5 MI E OF SR 817',99.99,36.188,1,87260000,0,25553597,80141188,0,3,1,1,12,1962,8,6,127000,2022,5,39.6,3,0,0,0,1,1,0,5,N,0,0,A,6,1,5,2,0,0,4,0,19.8,16.5,54.4,0,0,39.6,41.1,99.99,H,4.33,H,0.6,1.6,7,7,7,N,N,1,50.8,1,30.4,7,9,3,5,N,8,,,0,422,24,N,N,N,,,,0,0,0,,,0,,2,N,2,,1,0,1978,1,0,0,0,7,0,,Y,N,220345,2042,,N,12,G,7,2235.84,-80.23663333,25.92665833,,,
12,870036,1,3,1,948,4,6,86,45000,'FEC R/R',,'SR948 WB','NW 36 St  200 E NW 72 AV',99.99,1.389,0,87220000,0,25483154,80183133,0,3,1,1,14,1964,3,0,34750,2021,5,12.8,0,67,0,1,1,1,1,5,0,0,0,A,1,7,5,2,0,0,8,0,12.8,25.9,202.7,2,0,12.8,16.7,99.99,R,7.03,R,9.1,9.1,7,7,7,8,N,1,56.8,1,31.4,7,4,9,5,8,8,,,0,622,24,N,N,N,,,,0,0,0,,,0,,0,L,1,,1,0,1991,1,1,0,0,6,0,1,Y,5,60291,2043,0,N,12,G,7,3385.09,-80.30870278,25.80876111,,,
12,870038,1,3,1,91,0,8,86,26375,'SR-826 PALMETTO EXPY',,'SR91 TPK N/S','GOLDEN GLADES INTERCHANGE',99.99,0,1,87470000,0,25554781,80123797,0,2,31,31,12,1963,4,5,96600,2022,6,20.4,3,0,0,1,0,0,0,5,N,0,0,A,1,1,5,2,0,0,4,0,13.9,17.1,53,0,0,20.4,23.1,99.99,H,4.63,H,2.7,1.8,7,5,7,N,N,1,52.1,1,31.3,5,6,5,5,N,8,,,0,222,24,N,N,N,,,,0,0,0,,,0,,0,N,2,,1,0,1987,1,6,0,0,11,1,,Y,N,167601,2042,0,N,12,F,5,1224.3,-80.21054722,25.92994722,,,
12,870040,1,2,7,441,2,6,86,26375,'I-95 (SR-9A)',,'SR-7','SR7 NB RAMP OVER SR9A GGI',99.99,18.029,0,87140000,0,25552994,80123441,3,3,1,1,16,1963,2,6,27000,2021,5,10.6,0,99,0,0,1,1,0,5,N,0,0,A,1,1,5,2,0,0,4,0,9.5,24.4,72.8,0,0,9.5,11.2,99.99,H,4.88,H,2.4,3.4,6,7,7,N,N,1,52.4,1,33.7,7,5,3,5,N,5,,,0,522,24,N,N,N,,,,0,0,0,,,0,,0,N,1,,1,0,0,1,0,0,0,5,0,,Y,N,46845,2043,0,N,12,F,6,815.36,-80.20955833,25.92498333,,,
12,870041,1,3,1,826,2,6,86,26375,'I-95 (SR-9A)',,'SR-826','GOLDEN GLADES INTERCHANGE',99.99,0.399,1,87170000,0,25553678,80122646,0,3,1,1,12,1963,4,7,56000,2022,5,19.2,3,45,0,0,1,1,1,5,N,0,0,A,1,1,5,2,0,0,5,0,9.6,22,91.7,0,0,19.2,22.3,99.99,H,5.42,H,1,1.7,7,7,7,N,N,1,57.9,1,34.7,7,5,3,5,N,4,,,0,1222,24,N,N,N,,,,0,0,0,,,0,,0,N,2,,1,0,0,1,0,0,0,8,0,,Y,N,97160,2042,0,N,12,G,7,2044.91,-80.20735,25.92688333,,,
12,870042,1,3,7,826,0,6,86,26375,'I-95 AND SR7 RAMP NB',,'SR-826 TO I-95SB','SR826 TO I-95 GOLDEN GLAD',30.45,0.093,0,87170354,0,25553845,80122420,0,3,1,1,12,1963,1,8,8300,2021,5,7.3,0,23,0,0,0,1,1,5,N,0,0,A,1,1,5,2,0,0,5,0,7.3,28.3,97.5,0.6,0.6,7.3,9.2,99.99,H,4.36,H,1.4,1.7,6,6,7,N,N,3,49.4,3,32.3,6,7,3,5,N,6,,,0,1221,24,N,N,N,,,,0,0,0,,,0,,0,N,1,,1,0,0,1,0,0,0,4,0,,Y,N,14400,2043,0,N,12,F,6,897,-80.20672222,25.92734722,,,
12,870043,1,2,1,441,3,6,86,45000,'I-95 RAMP FEC RR 2ND AVE',,'SR7 SB - US441','SR7 SB  G. GLADES',5.85,0,1,87140001,1,25555289,80121847,0,3,1,1,12,1963,2,4,26000,2021,5,8.6,0,58,0,1,1,1,1,5,N,0,0,A,1,4,5,2,0,0,7,0,8.6,29.5,162.3,0.3,0.3,8.6,10.4,5.85,H,5.6,H,2.6,1.6,7,7,7,N,N,1,59.2,1,43.6,7,3,3,5,N,6,,,0,621,24,N,N,N,,,,0,0,0,,,0,,0,L,1,,1,0,0,1,2,0,0,5,1,,Y,N,45110,2043,0,N,12,G,7,1687.92,-80.20513056,25.93135833,,,
12,870044,1,3,7,9,1,6,86,0,'US-441 SB',,'SR-9 NB Ramp','SR-9 AT US-441 SB',99.99,21.773,0,87240000,0,25552126,80125012,0,3,1,1,14,1963,2,1,12250,2022,5,9.6,0,0,0,0,0,1,0,5,N,0,0,A,1,1,5,2,0,0,3,0,8.7,18.3,46.3,0.6,0.6,8.7,10.4,99.99,H,4.48,H,2.9,1.5,6,7,7,N,N,1,59.8,1,34.9,7,4,4,5,N,6,,,0,722,24,N,N,N,,,,0,0,0,,,0,,0,N,1,,1,0,0,1,0,0,0,7,0,,Y,N,21254,2042,0,N,12,F,6,481.52,-80.21392222,25.92257222,,,
12,870045,1,3,7,91,0,6,86,10650,'US-441',,'SR91/826 TO I-95SB','GOLDEN GLADES INTERCHANGE',99.99,0.819,0,87270210,0,25552970,80124232,2,2,1,1,12,1967,3,5,17000,2023,5,18.4,0,21,0,0,0,1,1,5,N,0,0,A,6,1,5,2,0,0,4,0,18.4,23.5,72.2,0,0,18.4,19.2,99.99,H,5.97,H,3.2,4.1,7,6,7,N,N,1,54.7,1,32.7,6,9,5,5,N,8,,,0,223,24,N,N,N,,,,0,0,0,,,0,,2,N,1,,1,0,1986,1,0,0,0,17,0,,Y,N,29495,2042,0,N,12,F,6,1386.24,-80.21175556,25.92491667,,,
12,870046,1,2,1,826,0,6,86,26375,'SR 826 OVER I95 SB RAMP',,'SR-826','SR7 & SR826 SB RAMP',99.99,0.315,1,87170000,0,25553880,80122910,0,3,1,1,12,1963,4,3,60500,2022,5,17.1,3,0,0,1,0,1,1,5,N,0,0,A,1,1,5,2,0,0,3,0,8.5,22.6,52.1,0,0,17.1,20.1,99.99,H,4.26,H,2,1.8,6,7,7,N,N,1,70.1,1,45.3,7,3,3,5,N,5,,,0,1222,24,N,N,N,,,,0,0,0,,,0,,0,N,2,,1,0,0,1,0,0,0,8,0,,Y,N,75625,2042,0,N,12,F,6,1047.21,-80.20808333,25.92744444,,,
12,870047,1,1,7,95,0,6,86,26375,'US-441 RAMP',,'I-95 NB TO US-441','GOLDEN GLADES INTERCHANGE',99.99,0.164,0,87270214,0,25554420,80121811,1,3,1,1,14,1963,1,1,13500,2022,5,6.1,0,99,0,0,1,1,1,5,N,0,0,A,6,1,5,2,0,0,4,0,6.7,25.1,80.5,0.6,0.6,6.7,8.5,99.99,H,4.48,H,2.9,1.7,7,5,7,N,N,1,58.3,1,35.8,5,6,4,5,N,7,,,0,222,24,N,N,N,,,,0,0,0,,,0,,0,N,1,,1,0,0,1,0,0,0,4,0,,Y,N,23422,2042,0,N,12,F,5,684.25,-80.20503056,25.92894444,,,
12,870048,1,3,1,826,4,6,86,45080,'NW 32ND AVE',,'SR-826 WB (870248)','0.5MI W OF SR-817',99.99,34.577,1,87260000,0,25553430,80150920,1,3,1,1,12,1965,3,4,72750,2021,A,16.1,0,6,0,0,1,1,0,5,N,0,0,A,1,1,5,2,0,0,4,0,16.1,16.5,54.6,0,0,16.1,17,99.99,H,4.35,H,7,0.8,7,6,7,N,N,3,49.6,3,34.7,6,6,5,5,N,8,,,0,421,24,N,N,N,,,,0,0,0,,,0,,2,L,1,,1,0,1993,1,0,0,0,6,0,,Y,N,126221,2043,0,N,12,F,6,928.2,-80.25255556,25.92619444,,,
12,870050,1,3,1,826,0,6,86,10650,'NW 12TH & 13TH AVE.',,'SR-826 PALMETTO','0.7 Ml W OF GOLDEN GLADES',99.99,37.692,1,87260000,0,25553803,80131792,0,3,1,1,12,1965,8,5,146500,2021,A,39.6,3,0,0,0,0,1,0,5,N,0,0,A,6,1,5,2,0,0,3,0,19.8,20.8,43.1,0,0,39.6,41.1,99.99,H,4.3,H,0.6,0,7,5,7,N,N,3,36.9,3,35.3,5,9,3,5,N,8,,,0,821,24,N,N,N,,,,0,0,0,,,0,,2,N,2,,1,0,1986,1,0,0,0,6,0,,Y,N,254178,2043,0,N,12,F,5,1771.41,-80.22164444,25.92723056,,,
12,870051,1,3,1,826,0,6,86,0,'NW 47TH AVE',,'SR-826 WB (870251)','1MI W OF NW 37TH AVE',99.99,32.164,1,87260000,0,25553110,80163540,0,3,1,1,12,1965,3,6,72750,2021,5,16,0,2,0,0,1,0,1,5,N,0,0,A,6,1,5,2,0,0,4,0,16,16.8,55.5,0,0,16,16.9,99.99,H,4.33,H,3.9,0.9,7,6,7,N,N,1,48.7,1,29,6,6,4,5,N,8,,,0,421,24,N,N,N,,,,0,0,0,,,0,,2,L,1,,1,0,1977,1,0,0,0,6,0,,Y,N,126221,2043,0,N,12,F,6,937.95,-80.2765,25.92530556,,,
12,870054,1,3,0,112,0,6,86,45025,'BISCAYNE WATERWAY',,'COMP        SR-112','ARTHUR GODFREY RD MIA BCH',99.99,0.312,0,87016000,0,25484991,80075764,1,3,1,1,14,1956,4,0,44000,2021,5,21,0,0,0,0,0,0,0,5,0,0,0,A,5,5,1,1,0,0,7,0,24.5,7.3,51.2,2.9,4.3,17.2,26.4,99.99,N,0,N,0,0,7,7,7,9,N,1,57.8,1,34.7,7,5,N,5,8,8,,,0,223,24,N,Y24,N,,223,,0,0,0,,,0,,0,N,2,,1,0,0,1,6,0,0,4,0,1,Y,5,76340,2043,0,N,12,G,7,1351.68,-80.13267778,25.81386389,,,
12,870055,1,3,1,112,0,6,86,45025,'INDIAN CREEK CANAL',,'COMP        SR-112','ARTHUR GODFREY RD MIA BCH',99.99,1.099,0,87016000,0,25484830,80072850,21,3,1,1,14,1953,5,0,44000,2021,5,24,0,0,1,0,N,N,N,5,0,0,0,A,1,5,3,2,2,4,1,5,25.4,15.9,85,3.6,3.5,18.3,26,99.99,N,0,N,0,0,7,7,7,8,N,1,34.6,1,20.7,5,2,N,5,9,6,38,1,7.4,1222,24,N,Y24,N,,1222,,68,0,68,,,0,,0,N,2,,1,0,0,1,6,0,0,4,0,,Y,3,76340,2043,0,N,12,G,7,2210,-80.12458333,25.81341667,,,
